MAC302,MAC314,MAC317,MAC327,MAC333,MAC230,MAC308,MAC324,MAC228,MAC335,MAC232,MAC276,MAC154,MAC135,MAC121,MAC217,MAC207,MAC208,MAC7,MAC31,MAC39,MAC38,MAC22,MAC32,MAC41,MAC15,MAC25,MAC12,MAC16,MAC48,MAC20,MAC9,MAC3,MAC29,MAC132,MAC206,MAC195,MAC176,MAC187,MAC119,MAC81,MAC82,MAC183,MAC112,MAC80,MAC125,MAC102,MAC10,MAC131,MAC191,MAC94,MAC196,MAC78,MAC56,MAC113,MAC211,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-82,-90,-43,-86,-65,-51,-50,-62,-57,-66,100,-55,-83,-58,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-82,-90,-43,-86,-65,-51,-50,-62,-57,-66,100,-55,-83,-58,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-82,-90,-43,-86,-65,-51,-50,-62,-57,-66,100,-55,-83,-58,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,3
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-41,100,-72,-54,-57,-55,-69,-78,100,-41,-83,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,4
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-41,100,-72,-54,-57,-55,-69,-78,100,-41,-83,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-41,100,-72,-54,-57,-55,-69,-78,100,-41,-83,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-45,100,-72,-58,-54,-54,-70,-78,100,-39,-83,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-45,100,-72,-58,-54,-54,-70,-78,100,-39,-83,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-45,100,-72,-58,-54,-54,-70,-78,100,-39,-83,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,9
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-44,-81,-74,-57,-51,-54,-72,-79,100,-39,-80,-72,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,10
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-44,-81,-74,-57,-51,-54,-72,-79,100,-39,-80,-72,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,11
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-90,-44,-81,-74,-57,-51,-54,-72,-79,100,-39,-80,-72,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-80,-74,-57,-54,-54,-71,-78,100,-39,100,-70,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,13
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-80,-74,-57,-54,-54,-71,-78,100,-39,100,-70,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,14
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-80,-74,-57,-54,-54,-71,-78,100,-39,100,-70,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-43,-81,-74,-57,-49,-54,-71,-78,100,-40,100,-75,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,16
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-43,-81,-74,-57,-49,-54,-71,-78,100,-40,100,-75,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,17
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-43,-81,-74,-57,-49,-54,-71,-78,100,-40,100,-75,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,18
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-81,-74,-56,-57,-53,-67,-78,100,-38,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,19
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-81,-74,-56,-57,-53,-67,-78,100,-38,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-44,-81,-74,-56,-57,-53,-67,-78,100,-38,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,21
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-44,-81,-74,-57,-52,-53,-69,-78,100,-40,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,22
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-44,-81,-74,-57,-52,-53,-69,-78,100,-40,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,23
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-44,-81,-74,-57,-52,-53,-69,-78,100,-40,100,-70,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,24
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-81,-75,-62,-55,-54,-71,-77,100,-39,100,-68,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,25
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-81,-75,-62,-55,-54,-71,-77,100,-39,100,-68,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,26
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-81,-75,-62,-55,-54,-71,-77,100,-39,100,-68,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-43,-79,-75,-54,-51,-52,-71,-77,100,-40,100,-66,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,28
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-43,-79,-75,-54,-51,-52,-71,-77,100,-40,100,-66,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,29
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-43,-79,-75,-54,-51,-52,-71,-77,100,-40,100,-66,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.542,917.094,4,2,1,5,4,30
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-71,-41,-75,-66,100,-55,-60,-65,-76,-77,-50,-83,-53,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-71,-41,-75,-66,100,-55,-60,-65,-76,-77,-50,-83,-53,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-71,-41,-75,-66,100,-55,-60,-65,-76,-77,-50,-83,-53,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,3
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-73,-52,-70,-67,100,-64,-54,-66,-76,-84,-46,-85,-63,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,4
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-73,-52,-70,-67,100,-64,-54,-66,-76,-84,-46,-85,-63,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,-73,-52,-70,-67,100,-64,-54,-66,-76,-84,-46,-85,-63,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-75,-52,-70,-67,100,-65,-52,-70,-72,-84,-46,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-75,-52,-70,-67,100,-65,-52,-70,-72,-84,-46,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-75,-52,-70,-67,100,-65,-52,-70,-72,-84,-46,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,9
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-48,-70,-67,100,-73,-52,-70,-72,-84,-44,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,10
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-48,-70,-67,100,-73,-52,-70,-72,-84,-44,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,11
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-48,-70,-67,100,-73,-52,-70,-72,-84,-44,-85,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-51,-69,-62,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,13
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-51,-69,-62,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,14
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,-73,-51,-69,-62,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-69,-61,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,16
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-69,-61,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,17
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-69,-61,100,-59,-53,-70,-72,-80,-46,-89,-64,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,18
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-80,-55,-69,-61,100,-67,-51,100,-70,-80,-46,-89,-69,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,19
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-80,-55,-69,-61,100,-67,-51,100,-70,-80,-46,-89,-69,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-80,-55,-69,-61,100,-67,-51,100,-70,-80,-46,-89,-69,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,21
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-71,-61,100,-58,-50,-68,-71,-80,-48,-89,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,22
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-71,-61,100,-58,-50,-68,-71,-80,-48,-89,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,23
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-76,-73,-54,-71,-61,100,-58,-50,-68,-71,-80,-48,-89,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,24
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-75,-73,-51,-71,-66,100,-58,-53,-69,-71,100,-46,100,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,25
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-75,-73,-51,-71,-66,100,-58,-53,-69,-71,100,-46,100,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,26
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-75,-73,-51,-71,-66,100,-58,-53,-69,-71,100,-46,100,-69,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-80,-74,-52,-72,-64,100,-61,-53,-70,-71,-82,-47,100,-63,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,28
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-80,-74,-52,-72,-64,100,-61,-53,-70,-71,-82,-47,100,-63,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,29
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-80,-74,-52,-72,-64,100,-61,-53,-70,-71,-82,-47,100,-63,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,857.803,916.148,4,2,1,5,4,30
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-81,-70,-48,-67,-64,-52,-43,-54,-65,-74,-81,-52,-87,-56,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-81,-70,-49,-67,-66,-69,-61,-57,-65,-74,-81,-50,-87,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-81,-70,-49,-67,-66,-69,-61,-57,-65,-74,-81,-50,-87,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,3
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-81,-70,-49,-67,-69,-65,-70,-57,-65,-76,-81,-53,-84,-60,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,4
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-81,-70,-49,-70,-69,-65,-70,-57,-65,-76,-81,-53,-84,-60,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-75,-69,-51,-70,-69,-58,-62,-52,-67,-77,-81,-50,-84,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-75,-69,-51,-70,-69,-58,-62,-52,-67,-77,-81,-50,-84,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-75,-69,-51,-64,-69,-58,-62,-52,-67,-77,-81,-50,-85,-62,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-69,-48,-64,-69,-58,-54,-55,-66,-73,-81,-49,-85,-60,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,9
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-69,-48,-64,-69,-58,-54,-55,-66,-73,100,-49,-85,-60,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,10
